Unnamed: 0,building_id,meter,timestamp,meter_reading,site_id,air_temperature,cloud_coverage,dew_temperature,precip_depth_1_hr,sea_level_pressure,wind_direction,wind_speed,primary_use,square_feet,year_built,floor_count
13531660,1360,0,2016-09-05 09:00:00,198.475,15,12.8,0.0,12.2,,1025.0,80.0,2.6,Entertainment/public assembly,111530,1988.0,
10068815,1205,0,2016-07-05 00:00:00,22.736,13,25.6,8.0,16.1,0.0,1007.5,200.0,3.6,Parking,178270,,
2456150,496,0,2016-02-15 11:00:00,41.65,3,-5.6,,-8.3,-1.0,1032.0,140.0,3.1,Public services,16200,,
5487099,958,2,2016-04-14 04:00:00,173.85,9,,,,0.0,,,,Entertainment/public assembly,234819,,
2092900,438,0,2016-02-08 09:00:00,96.34,3,2.2,6.0,-5.6,0.0,1008.0,340.0,4.6,Public services,36562,,
4868429,1179,1,2016-04-03 03:00:00,38.9844,13,0.6,,-13.9,0.0,1016.0,260.0,3.1,Entertainment/public assembly,143228,,
19120853,918,0,2016-12-14 05:00:00,53.0,9,11.1,0.0,8.3,0.0,1020.0,340.0,2.1,Education,60621,,
6979129,1185,2,2016-05-10 18:00:00,847.656,13,12.2,8.0,10.0,0.0,1013.5,100.0,5.1,Office,129532,,
12387184,253,1,2016-08-15 20:00:00,297.49,2,40.0,2.0,12.8,0.0,1008.5,190.0,3.6,Education,65907,1964.0,
14125533,920,0,2016-09-15 22:00:00,115.0,9,33.9,2.0,20.6,0.0,1012.5,120.0,5.1,Education,85623,,
1249321,979,1,2016-01-24 01:00:00,70.97,9,10.6,0.0,-0.6,0.0,1022.5,160.0,2.1,Entertainment/public assembly,52357,,
9189079,1022,1,2016-06-19 07:00:00,0.0,10,18.9,0.0,7.8,0.0,1013.0,290.0,3.6,Education,84346,,2.0
2105609,1230,3,2016-02-08 14:00:00,581.9,14,2.8,,-2.8,,1007.5,40.0,4.1,Office,22524,,
17279606,279,0,2016-11-10 23:00:00,30.79,2,26.7,2.0,2.2,0.0,1015.5,50.0,2.1,Education,49384,1967.0,
10366220,107,0,2016-07-10 09:00:00,121.0,1,18.4,,15.9,,1009.5,210.0,6.7,Education,97532,2005.0,10.0
9819460,1222,0,2016-06-30 13:00:00,366.598,13,20.6,,16.1,0.0,1014.0,,2.6,Lodging/residential,187174,,
3447794,116,0,2016-03-06 10:00:00,148.9,1,3.9,,1.0,,1007.5,310.0,4.1,Education,37265,,5.0
15505444,1080,2,2016-10-10 09:00:00,0.0,13,10.0,0.0,5.6,0.0,1021.0,150.0,3.6,Education,207115,,
406968,1186,2,2016-01-08 17:00:00,3062.5,13,0.6,,-1.1,0.0,1010.5,340.0,4.1,Lodging/residential,157070,,
2700928,183,1,2016-02-20 11:00:00,255.78,2,14.4,0.0,0.0,0.0,1015.0,90.0,1.5,Education,132518,1992.0,
17525915,470,0,2016-11-15 10:00:00,50.7,3,9.4,,6.1,-1.0,1014.0,360.0,2.1,Public services,24618,,
19733841,1309,0,2016-12-25 01:00:00,16.9,14,6.7,,3.9,0.0,1022.5,290.0,2.1,Lodging/residential,58041,,
19844666,1336,0,2016-12-27 00:00:00,38.2,15,4.4,,3.3,3.0,1020.5,160.0,6.2,Office,31053,1915.0,
5257439,570,0,2016-04-10 02:00:00,77.76,4,15.0,,12.8,,1012.0,310.0,3.6,Education,193202,1964.0,10.0
14046180,1226,2,2016-09-14 12:00:00,141.122,14,18.9,0.0,16.1,0.0,1019.0,0.0,0.0,Education,27995,,
16782615,1392,0,2016-11-02 02:00:00,75.05,15,9.4,0.0,6.1,,1023.0,150.0,4.1,Entertainment/public assembly,76153,1963.0,
5199910,1176,1,2016-04-09 01:00:00,14.4942,13,-1.1,4.0,-13.3,0.0,1022.0,350.0,8.8,Education,142672,,
16061314,717,0,2016-10-20 06:00:00,6.3,5,7.0,,5.0,,,10.0,3.1,Education,28826,1976.0,2.0
11340380,1164,0,2016-07-27 18:00:00,1987.05,13,25.6,8.0,20.6,5.0,1014.0,140.0,3.1,Office,249457,,
5407312,691,0,2016-04-12 18:00:00,1.7,5,10.0,,5.0,,,300.0,5.1,Office,42647,1976.0,1.0
8576395,279,1,2016-06-08 06:00:00,119.784,2,33.3,0.0,6.7,0.0,1004.0,260.0,5.1,Education,49384,1967.0,
12954666,887,2,2016-08-26 03:00:00,33.55,9,27.8,,22.2,-1.0,1015.5,120.0,2.6,Lodging/residential,69754,,
3888837,482,0,2016-03-15 04:00:00,476.04,3,8.9,,7.2,-1.0,1012.0,70.0,3.6,Education,394000,2013.0,
15780882,978,0,2016-10-15 06:00:00,0.0,9,24.4,,20.6,0.0,1017.0,160.0,2.6,Education,258491,,
6932264,1077,2,2016-05-09 22:00:00,127.875,13,13.9,,9.4,38.0,1009.0,60.0,4.1,Entertainment/public assembly,19454,,
18949908,1295,0,2016-12-11 04:00:00,135.314,14,-2.2,0.0,-9.4,0.0,1032.0,300.0,2.6,Office,115676,,
2244964,350,0,2016-02-11 05:00:00,238.5,3,-3.3,2.0,-13.3,0.0,1015.0,290.0,4.1,Education,83800,1944.0,
20050004,1417,0,2016-12-30 15:00:00,83.275,15,-1.1,,-5.6,,1003.5,280.0,9.3,Lodging/residential,40451,1975.0,
14564535,440,0,2016-09-23 18:00:00,49.78,3,29.4,0.0,16.1,0.0,1016.0,140.0,2.1,Public services,35033,1962.0,
4304797,1030,1,2016-03-23 10:00:00,0.0,11,0.0,,-1.7,,1012.5,360.0,2.1,Education,68030,,
2252976,197,1,2016-02-11 09:00:00,164.061,2,16.1,2.0,1.1,0.0,1018.5,0.0,0.0,Public services,102856,,
10028668,806,0,2016-07-04 07:00:00,42.5417,8,26.1,4.0,23.9,0.0,1019.5,150.0,2.6,Other,28693,,2.0
16344890,1235,1,2016-10-25 06:00:00,1980.0,14,6.7,,-0.6,0.0,1021.0,0.0,0.0,Public services,278369,,
581841,1283,1,2016-01-11 22:00:00,685.433,14,-1.1,0.0,-15.6,0.0,1016.5,270.0,4.6,Public services,76537,,
10871727,998,3,2016-07-19 09:00:00,0.0,10,25.6,0.0,10.0,0.0,1010.0,150.0,5.7,Education,173479,,1.0
13999362,1283,2,2016-09-13 16:00:00,372.578,14,25.6,4.0,15.6,0.0,1022.5,,3.1,Public services,76537,,
15689281,1088,1,2016-10-13 15:00:00,215.747,13,6.1,0.0,-2.8,0.0,1026.0,190.0,3.6,Education,287594,,
10117075,1030,1,2016-07-05 21:00:00,170.714,11,31.6,,9.8,,1005.0,280.0,4.1,Education,68030,,
149191,1412,0,2016-01-03 19:00:00,25.1,15,1.0,,-3.0,,,270.0,3.6,Lodging/residential,39538,1953.0,
4385210,212,0,2016-03-25 01:00:00,897.64,2,25.0,2.0,-10.0,0.0,1010.5,250.0,3.1,Education,327256,2012.0,
10105210,964,1,2016-07-05 16:00:00,1435.16,9,30.6,0.0,23.3,0.0,1014.5,,3.1,Education,130577,,
5635031,1254,2,2016-04-16 19:00:00,215.613,14,17.8,0.0,-4.4,0.0,1029.0,70.0,4.1,Education,24979,,
9535794,1433,0,2016-06-25 11:00:00,28.75,15,13.9,0.0,11.1,,1021.5,90.0,2.6,Education,28084,1913.0,
9075281,1428,0,2016-06-17 06:00:00,54.225,15,13.3,0.0,12.8,,1011.0,0.0,0.0,Education,28432,1933.0,
721770,1218,0,2016-01-14 11:00:00,355.587,13,-7.8,,-10.6,0.0,1003.5,100.0,4.6,Entertainment/public assembly,268480,,
9853882,822,0,2016-07-01 04:00:00,0.0,8,25.0,,23.3,0.0,1017.5,180.0,2.1,Entertainment/public assembly,366,,1.0
4012777,227,0,2016-03-17 15:00:00,17.12,2,16.7,2.0,-3.9,0.0,1011.0,120.0,2.6,Entertainment/public assembly,17132,1918.0,
8293461,874,0,2016-06-03 05:00:00,400.0,9,21.7,,17.8,0.0,1013.0,300.0,2.6,Office,181805,,
4267183,1270,0,2016-03-22 15:00:00,11.0,14,7.8,0.0,-8.3,0.0,1022.5,260.0,3.6,Entertainment/public assembly,18551,,
14447044,481,0,2016-09-21 16:00:00,319.56,3,26.1,,19.4,0.0,1021.5,30.0,4.6,Education,104294,1976.0,
483657,254,0,2016-01-10 03:00:00,128.57,2,11.1,0.0,5.0,0.0,1021.0,0.0,0.0,Entertainment/public assembly,254766,1989.0,
5680397,256,1,2016-04-17 15:00:00,2.2156,2,20.0,2.0,-1.1,0.0,1014.5,0.0,0.0,Education,16744,,
19870412,1292,2,2016-12-27 11:00:00,1667.4,14,13.3,,10.0,0.0,1012.0,230.0,7.2,Office,58196,,
17512660,1098,0,2016-11-15 04:00:00,28.752,13,7.2,,4.4,0.0,1015.0,300.0,1.5,Office,131745,,
100757,181,1,2016-01-02 22:00:00,14.1026,2,20.6,2.0,-1.1,0.0,1017.0,100.0,3.1,Education,148829,2014.0,
19953793,337,0,2016-12-28 23:00:00,105.74,3,6.7,0.0,-1.1,0.0,1020.5,0.0,0.0,Entertainment/public assembly,22334,1977.0,
3283719,995,2,2016-03-03 03:00:00,24.4,9,18.9,,15.6,0.0,1013.5,170.0,3.1,Education,46230,,
13802144,149,0,2016-09-10 05:00:00,97.5,1,19.0,,15.0,,,190.0,3.6,Office,81881,1960.0,8.0
4724899,711,0,2016-03-31 14:00:00,5.409,5,11.0,0.0,6.0,,,260.0,6.7,Education,15414,1976.0,1.0
2934174,980,0,2016-02-25 03:00:00,19.0,9,9.4,0.0,0.0,0.0,1023.5,0.0,0.0,Entertainment/public assembly,34819,,
10608093,997,2,2016-07-14 16:00:00,27.45,9,31.1,2.0,23.3,0.0,1016.0,,3.1,Office,38173,,
13166490,625,0,2016-08-29 22:00:00,126.303,4,21.1,4.0,13.9,0.0,1017.5,260.0,6.7,Education,55516,1978.0,5.0
15080156,971,0,2016-10-02 21:00:00,317.0,9,29.4,0.0,13.3,0.0,1014.5,,1.5,Lodging/residential,301307,,
11592732,1222,0,2016-08-01 07:00:00,347.603,13,22.2,4.0,18.3,0.0,1015.5,140.0,3.1,Lodging/residential,187174,,
13254734,1360,0,2016-08-31 11:00:00,237.35,15,16.1,,15.0,,1015.5,140.0,1.5,Entertainment/public assembly,111530,1988.0,
4225612,279,1,2016-03-21 20:00:00,44.031,2,31.1,,-1.1,0.0,1013.5,0.0,0.0,Education,49384,1967.0,
14767121,1049,0,2016-09-27 08:00:00,139.072,12,15.3,8.0,13.2,,1014.5,250.0,10.0,Education,94399,,
13197061,592,0,2016-08-30 11:00:00,455.04,4,16.7,,13.9,0.0,,260.0,4.6,Education,120694,2012.0,7.0
4853247,236,1,2016-04-02 21:00:00,207.811,2,26.7,2.0,-6.7,0.0,1018.0,,1.5,Entertainment/public assembly,144086,1989.0,
18951282,801,2,2016-12-11 05:00:00,3161.06,7,-13.5,,-15.8,,1029.0,360.0,0.0,Education,484376,1952.0,5.0
17175431,174,1,2016-11-09 03:00:00,179.641,2,27.2,0.0,2.2,0.0,1017.0,80.0,5.7,Education,90900,,
16901791,353,0,2016-11-04 06:00:00,89.67,3,17.2,8.0,10.6,0.0,1017.0,10.0,4.6,Education,99700,1955.0,
6267586,432,0,2016-04-28 02:00:00,184.6,3,12.2,,9.4,-1.0,1014.0,100.0,1.5,Public services,103200,,
16859409,486,0,2016-11-03 12:00:00,205.49,3,15.6,6.0,15.6,0.0,1018.0,190.0,3.1,Education,86375,1903.0,
6609604,1193,1,2016-05-04 04:00:00,6.3308,13,15.6,0.0,-2.2,0.0,1008.5,360.0,6.2,Office,106511,,
7040457,1380,0,2016-05-11 20:00:00,399.525,15,22.2,0.0,3.9,,1020.5,320.0,3.6,Education,204029,2010.0,
12426347,1252,3,2016-08-16 12:00:00,971.4,14,25.0,0.0,22.8,0.0,1021.5,220.0,2.1,Education,116249,,
1481422,965,0,2016-01-28 06:00:00,28.0,9,2.2,0.0,-2.8,0.0,1025.0,0.0,0.0,Lodging/residential,45086,,
19644709,21,0,2016-12-23 12:00:00,51.6016,0,14.4,2.0,10.6,0.0,1024.0,360.0,3.1,Office,7043,1990.0,
7334344,1263,1,2016-05-17 02:00:00,826.541,14,13.9,0.0,1.1,0.0,1020.0,230.0,2.6,Education,97838,,
2872107,1028,0,2016-02-23 21:00:00,117.0,11,-6.7,,-14.1,,1028.0,60.0,3.6,Education,81390,,
119669,928,1,2016-01-03 06:00:00,238.513,9,5.6,,5.0,5.0,1028.0,,1.5,Education,179115,,
3472590,1246,0,2016-03-06 21:00:00,45.0,14,5.6,2.0,-6.1,0.0,1024.0,320.0,2.6,Office,50327,,
12315941,10,0,2016-08-14 13:00:00,1763.05,0,27.2,,25.0,0.0,1019.0,70.0,4.1,Entertainment/public assembly,370773,1991.0,
18548197,1246,1,2016-12-03 19:00:00,64.2072,14,10.0,,-3.3,0.0,1017.5,330.0,6.2,Office,50327,,
8726442,277,0,2016-06-10 22:00:00,23.71,2,36.1,,14.4,0.0,1008.0,290.0,6.7,Education,12761,1909.0,
18550039,1123,0,2016-12-03 20:00:00,23.383,13,0.0,2.0,-6.7,0.0,1025.0,130.0,3.6,Office,92994,,
8535887,1354,2,2016-06-07 12:00:00,120.706,15,17.2,4.0,13.3,,1001.0,210.0,2.1,Education,23232,,
3566681,1083,0,2016-03-08 18:00:00,304.911,13,20.0,6.0,11.7,0.0,1001.5,200.0,7.2,Education,100813,,
4730896,1366,1,2016-03-31 16:00:00,9.7381,15,16.1,,4.4,,1008.5,180.0,6.7,Office,87977,1947.0,
7811370,491,0,2016-05-25 15:00:00,106.56,3,25.6,8.0,14.4,0.0,1021.0,0.0,0.0,Education,66600,1970.0,
16993899,586,0,2016-11-05 21:00:00,47.3,4,18.3,,13.3,0.0,1019.0,280.0,6.2,Public services,166514,1917.0,5.0
18116915,1233,1,2016-11-25 22:00:00,0.0,14,10.0,,4.4,0.0,1021.5,0.0,0.0,Education,43143,,
4626266,1022,1,2016-03-29 19:00:00,0.0,10,5.6,,1.7,-1.0,1000.0,160.0,3.6,Education,84346,,2.0
19072462,1366,1,2016-12-13 08:00:00,3.4387,15,-1.1,,-6.1,,1019.0,270.0,3.1,Office,87977,1947.0,
5303824,334,0,2016-04-10 22:00:00,31.54,3,11.1,,-7.8,0.0,1026.0,190.0,5.1,Education,57100,1960.0,
4272126,396,0,2016-03-22 18:00:00,26.67,3,14.4,4.0,-1.7,0.0,1021.5,200.0,6.7,Public services,16768,1980.0,
5890458,1408,1,2016-04-21 08:00:00,22.9245,15,2.2,0.0,-2.8,,1020.0,60.0,1.5,Entertainment/public assembly,28760,2007.0,
18104294,806,0,2016-11-25 17:00:00,57.2083,8,27.2,4.0,14.4,0.0,1023.5,40.0,2.6,Other,28693,,2.0
18478150,895,2,2016-12-02 10:00:00,73.2,9,11.1,,7.2,0.0,1017.5,0.0,0.0,Education,55087,,
16737685,1359,1,2016-11-01 07:00:00,16.8284,15,0.0,0.0,-1.1,,1025.0,140.0,3.1,Education,124289,1904.0,
13710107,1307,2,2016-09-08 13:00:00,1.0613,14,24.4,0.0,20.0,0.0,1013.5,170.0,3.1,Lodging/residential,66013,,
15682104,1018,3,2016-10-13 12:00:00,1303.8,10,7.8,0.0,-1.7,0.0,1016.5,160.0,3.6,Education,186840,,2.0
1474674,1028,1,2016-01-28 03:00:00,0.0,11,-9.8,,-12.4,,1017.0,160.0,1.0,Education,81390,,
18528240,693,0,2016-12-03 10:00:00,69.4,5,6.0,0.0,4.0,,,80.0,5.7,Office,57436,1976.0,3.0
18258484,1245,2,2016-11-28 10:00:00,242.296,14,-0.6,0.0,-5.0,0.0,1021.5,0.0,0.0,Healthcare,35354,,
6371115,1136,0,2016-04-29 22:00:00,37.192,13,15.0,2.0,0.6,0.0,1020.0,50.0,2.6,Office,79782,,
11879940,181,1,2016-08-06 12:00:00,457.824,2,28.9,2.0,19.4,0.0,1007.0,90.0,3.6,Education,148829,2014.0,
11138174,963,0,2016-07-24 03:00:00,18.0,9,32.8,0.0,21.1,0.0,1011.0,,2.6,Lodging/residential,44784,,
885286,1414,0,2016-01-17 10:00:00,70.275,15,-3.3,,-6.1,-1.0,1010.5,350.0,3.6,Lodging/residential,65663,1975.0,
2768258,979,0,2016-02-21 19:00:00,42.0,9,20.0,,17.8,3.0,1016.5,210.0,1.5,Entertainment/public assembly,52357,,
6895243,1309,1,2016-05-09 06:00:00,127.163,14,7.8,0.0,1.1,0.0,1014.5,190.0,1.5,Lodging/residential,58041,,
6467484,1331,3,2016-05-01 15:00:00,4971.84,15,5.6,,4.4,3.0,1018.0,130.0,5.1,Education,171008,1930.0,
1212513,929,1,2016-01-23 09:00:00,0.0,9,0.6,0.0,-2.2,0.0,1027.0,0.0,0.0,Education,199628,,
17246274,166,0,2016-11-10 09:00:00,335.72,2,18.9,2.0,1.7,0.0,1018.0,90.0,3.6,Lodging/residential,553210,2009.0,
13136894,1200,0,2016-08-29 09:00:00,564.387,13,22.2,2.0,20.6,0.0,1020.0,140.0,2.6,Entertainment/public assembly,545351,,
14864015,1210,2,2016-09-29 01:00:00,675.781,13,15.0,,8.9,0.0,1027.0,10.0,3.6,Office,92500,,
5615830,1021,3,2016-04-16 11:00:00,37.9632,10,2.2,0.0,-2.8,0.0,1018.0,290.0,2.6,Entertainment/public assembly,213762,,2.0
16698180,1407,0,2016-10-31 14:00:00,151.275,15,3.9,,1.7,,1025.0,340.0,2.6,Lodging/residential,83141,2006.0,
3571152,1211,2,2016-03-08 20:00:00,1531.25,13,21.1,4.0,8.9,0.0,1000.5,220.0,10.8,Office,94988,,
12293470,1300,3,2016-08-14 02:00:00,0.5648,14,31.1,,22.8,0.0,1012.0,,2.1,Healthcare,25609,,
12290447,927,2,2016-08-14 01:00:00,603.9,9,25.6,,24.4,13.0,1009.0,0.0,0.0,Lodging/residential,745671,,
11437594,1247,1,2016-07-29 12:00:00,2027.0,14,21.7,,20.0,2.0,,30.0,4.1,Food sales and service,69876,,
19200397,231,0,2016-12-15 15:00:00,80.82,2,12.8,,5.0,0.0,1016.5,100.0,3.6,Education,33739,1939.0,
6238086,956,1,2016-04-27 13:00:00,172.537,9,16.7,0.0,15.6,0.0,1005.5,300.0,3.6,Office,86167,,
894632,103,0,2016-01-17 15:00:00,0.0,0,20.6,,15.6,0.0,1006.0,280.0,10.8,Education,21657,2016.0,
11119072,586,0,2016-07-23 19:00:00,48.75,4,23.3,0.0,12.8,0.0,1015.0,310.0,3.1,Public services,166514,1917.0,5.0
2325493,260,0,2016-02-12 20:00:00,224.98,2,27.8,2.0,-3.9,0.0,1018.5,110.0,3.1,Education,126985,1979.0,
15962788,878,1,2016-10-18 12:00:00,156.148,9,24.4,,21.7,0.0,1010.0,,2.6,Lodging/residential,41241,,
14495897,112,3,2016-09-22 13:00:00,0.0,1,17.6,,13.8,,1019.5,210.0,5.1,Education,32206,,6.0
12667830,1072,2,2016-08-20 21:00:00,5636.72,13,17.2,,15.0,8.0,1007.0,280.0,4.6,Healthcare,305000,,
14724013,522,0,2016-09-26 14:00:00,18.49,3,20.0,,15.0,0.0,1020.5,180.0,5.1,Office,8000,,
9122398,136,0,2016-06-18 03:00:00,29.062,1,12.0,,11.5,,1015.0,320.0,2.1,Lodging/residential,56467,1960.0,9.0
6842988,573,0,2016-05-08 08:00:00,10.0507,4,13.9,,11.7,,1015.0,340.0,1.5,Education,23815,1914.0,4.0
1746488,1070,1,2016-02-02 02:00:00,20.6584,13,-1.1,,-3.9,0.0,1020.5,360.0,3.6,Lodging/residential,230747,,
15003721,279,3,2016-10-01 13:00:00,0.0,2,23.9,2.0,14.4,0.0,1013.0,160.0,1.5,Education,49384,1967.0,
18765159,952,1,2016-12-07 22:00:00,295.978,9,12.8,,8.9,0.0,1018.0,,2.1,Education,218024,,
11154233,886,0,2016-07-24 10:00:00,0.0,9,26.7,2.0,23.9,0.0,1012.0,190.0,2.6,Education,69799,,
19374227,1412,0,2016-12-18 16:00:00,18.2,15,-1.1,,-1.7,5.0,1014.0,310.0,7.2,Lodging/residential,39538,1953.0,
3553449,751,2,2016-03-08 12:00:00,204.093,6,11.1,0.0,3.3,0.0,1022.0,190.0,1.5,Office,37485,,
1267457,948,1,2016-01-24 09:00:00,9.3197,9,3.9,0.0,-0.6,0.0,1020.0,0.0,0.0,Entertainment/public assembly,20372,,
889907,1430,2,2016-01-17 12:00:00,493.948,15,-3.3,,-6.1,-1.0,1012.0,0.0,0.0,Office,53303,1981.0,
9693972,1239,0,2016-06-28 07:00:00,18.0,14,21.1,,19.4,0.0,1013.5,180.0,2.6,Office,31300,,
9722850,907,1,2016-06-28 20:00:00,384.11,9,37.8,0.0,20.6,0.0,1013.5,,2.1,Entertainment/public assembly,44564,,
15079151,228,0,2016-10-02 21:00:00,50.43,2,25.6,,19.4,3.0,1010.5,90.0,4.1,Lodging/residential,49108,1951.0,
18406885,1253,1,2016-12-01 01:00:00,1557.37,14,12.2,,11.7,3.0,1004.5,40.0,2.1,Education,134748,,
19905340,1009,3,2016-12-28 02:00:00,21.492,10,-5.6,,-8.3,0.0,1026.0,310.0,1.5,Education,21892,,2.0
636110,895,0,2016-01-12 22:00:00,36.0,9,18.3,0.0,-0.6,0.0,1023.5,0.0,0.0,Education,55087,,
10566009,1099,0,2016-07-13 22:00:00,680.489,13,28.9,4.0,13.9,0.0,1005.5,280.0,10.3,Education,332884,,
17705932,963,0,2016-11-18 15:00:00,21.0,9,22.8,,20.0,-1.0,1018.0,300.0,1.5,Lodging/residential,44784,,
4916652,833,0,2016-04-04 00:00:00,11.6667,8,18.9,2.0,9.4,0.0,1019.0,80.0,4.1,Public services,6392,,1.0
7237946,900,2,2016-05-15 09:00:00,0.0,9,16.7,0.0,15.0,0.0,1017.5,0.0,0.0,Education,111623,,
5311458,883,0,2016-04-11 01:00:00,409.0,9,22.8,,17.8,0.0,1010.5,140.0,3.6,Education,399331,,
638813,1108,2,2016-01-12 23:00:00,7978.5,13,-17.2,0.0,-22.8,0.0,1023.5,230.0,4.6,Parking,679614,,
19788784,250,3,2016-12-26 01:00:00,0.0,2,10.6,2.0,-1.7,0.0,1019.0,310.0,2.1,Education,131710,1991.0,
16810812,867,0,2016-11-02 15:00:00,141.667,8,26.7,,20.0,0.0,1023.0,70.0,6.2,Public services,65913,,1.0
1620362,283,0,2016-01-30 19:00:00,105.77,2,18.9,2.0,-2.8,0.0,1013.0,110.0,2.6,Entertainment/public assembly,51920,,
13006489,1442,2,2016-08-27 01:00:00,0.0,15,22.2,0.0,18.9,,1020.0,360.0,3.1,Public services,99541,1993.0,
15716190,100,0,2016-10-14 03:00:00,162.722,0,23.9,,19.4,0.0,1019.5,360.0,2.6,Lodging/residential,24456,1968.0,
10499066,1370,0,2016-07-12 17:00:00,10.275,15,30.0,2.0,14.4,,1017.5,170.0,4.1,Education,4773,,
13669345,972,0,2016-09-07 20:00:00,247.0,9,34.4,4.0,23.9,0.0,1017.0,180.0,2.1,Education,282152,,
10569708,391,0,2016-07-14 00:00:00,132.8,3,28.9,4.0,24.4,0.0,1015.0,130.0,4.1,Education,87107,,
14318966,166,0,2016-09-19 09:00:00,370.18,2,26.7,0.0,3.9,0.0,1010.5,130.0,3.1,Lodging/residential,553210,2009.0,
19950821,1398,0,2016-12-28 21:00:00,12.675,15,-0.6,,-7.2,,1020.5,0.0,0.0,Lodging/residential,20291,1925.0,
3099619,706,0,2016-02-28 11:00:00,2.584,5,6.0,,1.0,,,50.0,7.2,Education,27685,1919.0,2.0
9836331,1394,1,2016-06-30 20:00:00,28.0495,15,27.2,2.0,8.9,,1016.0,200.0,4.1,Entertainment/public assembly,16351,2002.0,
892767,372,0,2016-01-17 14:00:00,30.83,3,2.8,,-2.8,0.0,1013.0,90.0,3.1,Education,49100,1911.0,
2865968,1097,0,2016-02-23 18:00:00,264.308,13,3.3,8.0,0.0,0.0,1017.5,190.0,3.6,Office,157545,,
10220843,367,0,2016-07-07 18:00:00,118.41,3,33.3,6.0,21.1,0.0,1009.5,280.0,3.6,Entertainment/public assembly,20584,,
14007181,254,3,2016-09-13 20:00:00,0.0,2,35.0,,13.3,0.0,1008.0,190.0,8.2,Entertainment/public assembly,254766,1989.0,
13310204,973,0,2016-09-01 11:00:00,247.0,9,24.4,0.0,22.8,0.0,1013.0,0.0,0.0,Office,193960,,
14243259,1219,0,2016-09-18 00:00:00,54.0,13,20.0,0.0,9.4,0.0,1011.5,290.0,2.1,Office,91316,,
16800529,138,0,2016-11-02 11:00:00,177.0,1,8.5,,2.4,,1026.0,330.0,2.6,Public services,118231,,6.0
8331806,1334,0,2016-06-03 21:00:00,71.175,15,27.2,4.0,11.1,,1015.5,290.0,3.6,Office,130794,1933.0,
873329,1223,0,2016-01-17 05:00:00,105.668,14,3.3,0.0,-2.2,0.0,1008.5,280.0,2.1,Office,52141,,
6239962,660,0,2016-04-27 14:00:00,14.713,5,7.0,,4.0,,,20.0,2.6,Entertainment/public assembly,5447,1976.0,1.0
12042951,1321,1,2016-08-09 11:00:00,3294.32,14,18.3,0.0,17.2,0.0,1021.0,0.0,0.0,Entertainment/public assembly,370024,,
3169018,1018,3,2016-02-29 20:00:00,1890.11,10,10.0,,-1.7,0.0,1020.5,270.0,3.1,Education,186840,,2.0
1572212,347,0,2016-01-29 22:00:00,92.41,3,2.8,,-8.3,0.0,1010.0,310.0,8.8,Education,75900,1974.0,
16231112,963,0,2016-10-23 06:00:00,21.0,9,15.6,0.0,8.3,0.0,1020.5,0.0,0.0,Lodging/residential,44784,,
1559648,1223,1,2016-01-29 16:00:00,153.811,14,1.7,,-3.9,-1.0,999.0,260.0,2.6,Office,52141,,
6235277,653,0,2016-04-27 12:00:00,1079.1,4,12.8,4.0,8.9,,1016.0,280.0,9.3,Education,420885,1930.0,8.0
12601611,767,0,2016-08-19 17:00:00,194.033,6,30.0,,20.0,0.0,1015.0,210.0,1.5,Office,70042,,
10295656,380,0,2016-07-09 02:00:00,118.96,3,27.2,,25.0,0.0,1009.0,190.0,3.6,Education,95100,1927.0,
19182874,1185,1,2016-12-15 07:00:00,0.0,13,-20.0,0.0,-24.4,0.0,1030.0,290.0,3.6,Office,129532,,
18821637,856,0,2016-12-08 22:00:00,1.5,8,20.6,,10.6,0.0,1019.5,310.0,3.1,Entertainment/public assembly,2956,,1.0
11762964,544,0,2016-08-04 09:00:00,57.81,3,21.7,0.0,18.3,0.0,1020.0,30.0,3.1,Public services,110800,1972.0,
2882187,886,0,2016-02-24 02:00:00,0.0,9,9.4,,3.9,-1.0,1014.5,320.0,3.6,Education,69799,,
10588016,91,0,2016-07-14 08:00:00,509.19,0,24.4,4.0,21.1,0.0,1019.0,0.0,0.0,Education,68094,2003.0,
13054714,951,1,2016-08-27 22:00:00,471.117,9,31.1,2.0,21.7,0.0,1012.0,,2.6,Office,103924,,
2492237,699,0,2016-02-16 05:00:00,24.9,5,-2.0,0.0,-4.0,,,90.0,2.1,Education,93764,1945.0,3.0
10017537,1137,0,2016-07-04 02:00:00,13.0,13,23.3,0.0,11.7,0.0,1013.0,140.0,3.6,Office,27452,,
